id,Data,Pais,Estado,Setor_Industrial,Nivel_Acidente,Nivel_Acidente_Potencial,Genero,Tipo_Trabalhador,Risco_Critico,Descricao
161,2016-07-02 00:00:00,Brasil,Minas Gerais,Mineração,V - Muito Alto,V - Muito Alto,Homem,Terceiro,Outros,"No acesso 2 do nível 3910, durante a atividade de instalação de tubos de enchimento hidráulico de 4"" de diâmetro, ao instalar um trecho de 80 m a uma altura de 5,6 m com referência ao piso, o mestre de enchimento hidráulico - acidente - e seu companheiro sofrem um atrito da mão direita entre a borda superior da luminária coletora e o teto da obra gerando a lesão. No momento do acidente o funcionário utilizou suas luvas de borracha."
162,2016-07-04 00:00:00,Brasil,Bahia,Metalurgia,III - Médio,IV - Alto,Homem,Terceiro,Prensado,"Às 11h, o Sr. Frank com o apoio de outro mecânico, se preparava para colocar no chão uma peça metálica chamada ponte traseira da empilhadeira. Nesse momento a parte móvel se move gerando um golpe no dedo médio da mão esquerda"
163,2016-06-24 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,II - Baixo,Homem,Terceiro,Outros,"No nível 3490 galeria 447, após realizar o desbloqueio manual em carga, o operário se prepara para cortar a tela sacrificial que ficou exposta após o tiro de giro anterior, colocando-se sob ela com uma tesoura de 12 polegadas, ao cortar o quinto fio repentinamente tenso da tela retorna ao seu rosto casionándole a lesão descrita. Durante a atividade o trabalhador utilizou seus óculos de segurança."
164,2016-07-08 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,II - Baixo,Homem,Funcionário,Outros,"Nas circunstâncias em que o ajudante do bolter tesoura desceu pela escada da equipe – último degrau – ela desliza de uma altura aproximada de 0,9 m. e cai sentado no chão. No momento do acidente, a pessoa envolvida na utilização do capacete; não havia pedras ou materiais no local do acidente."
165,2016-07-07 00:00:00,Brasil,Minas Gerais,Mineração,IV - Alto,V - Muito Alto,Homem,Terceiro,Outros,"Nos momentos em que o caminhão MAPERU de placa F1T 878, retornava da cidade de Pasco para a Unidade transportando um consultor, estando a 350 metros do portão principal sua pista é invadida por um veículo civil, fazendo o motorista virar bruscamente para o lado direito onde estava pessoal da empresa IMPROMEC realizando trabalho de hot melt em uma tubulação de 8"" impactando dois colaboradores causando os ferimentos descritos No momento do acidente o caminhão trafegava a 37km/h - segundo INTHINC -, a largura da estrada é de 6 metros, a atividade contava com cones de segurança como alerta em ambos os lados da estrada e os funcionários utilizavam seus respectivos EPP'S."
166,2016-07-07 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,IV - Alto,Homem,Terceiro,Outros,"Nos momentos em que o caminhão MAPERU de placa F1T 878, retornava da cidade de Pasco para a Unidade transportando um consultor, estando a 350 metros do portão principal sua pista é invadida por um veículo civil, fazendo o motorista virar bruscamente para o lado direito onde estava pessoal da empresa IMPROMEC realizando trabalho de hot melt em uma tubulação de 8"" impactando dois colaboradores causando os ferimentos descritos No momento do acidente o caminhão trafegava a 37km/h - segundo INTHINC -, a largura da estrada é de 6 metros, a atividade contava com cones de segurança como alerta em ambos os lados da estrada e os funcionários utilizavam seus respectivos EPP'S."
167,2016-07-08 00:00:00,Brasil,Bahia,Metalurgia,III - Médio,IV - Alto,Homem,Terceiro,Ferramentas manuais,"Sendo 10:25 h aprox. horas o operador Fernando durante a abertura dos vagões, encontra uma estaca endurecida e utiliza uma barra de aprox. 1,5 m para removê-lo. Nesse momento ele pressiona a barra e bate com a mão."
168,2016-07-09 00:00:00,Canadá,Quebec,Outros,III - Médio,IV - Alto,Homem,Terceiro,Outros,"Durante a execução da perfuração no alvo - Bolt BRJCLDD0006, realizada pela empresa SERVITECFORACO - sonda 25, às 09h45 do dia 09 de julho de 2016, o oficial Josimar da Silva, no momento da manobra para pescar material, ao retirar o alimentador de água, durante movimentação do guincho percebeu que a corrente de segurança estava solta e poderia enrolar na haste. Ao realizar o movimento de retirada da corrente, ele colocou a mão esquerda entre a mangueira e a tampa da placa hidráulica. Com o destravamento do tubo interno houve um movimento brusco da corrente, empurrando sua mão em direção à placa hidráulica, causando uma lesão no dedo anular desta mão. A lesão provocou corte no 4º Quirodáctilo, sendo necessária sutura de 3 pontos para fechamento do corte."
169,2016-07-10 00:00:00,Brasil,Rio de Janeiro,Mineração,IV - Alto,IV - Alto,Homem,Terceiro,Outros,"O operador da planta de envase de pasta 01 retira uma grade do piso (60 x 90 cm), para limpeza do piso inferior. Ele é retirado para fechar a válvula de água e não bloqueia o vácuo, os dois técnicos que estavam entrando na esteira filtrante percebem um transbordamento e pedem ao operador para reduzir a carga. Os mecânicos continuaram andando sem perceber o chão e um deles caiu no vazio atingindo o pé esquerdo em um ângulo que ficava cerca de 25 cm abaixo da grade do chão, causando a lesão."
170,2016-07-11 00:00:00,EUA,California,Metalurgia,III - Médio,IV - Alto,Homem,Terceiro (Remoto),Cargas suspensas,"O acidente ocorreu no momento em que um funcionário da empresa parceira SF realizava operação de descarga de bolsas bexiga. Ao cortar o saco para carregamento da lança na boca de entrega do caminhão silo, o saco plástico interno que cercava o conteúdo caiu abruptamente e uma grande quantidade de material caiu no cone (funil). O cone caiu e o ferido ficou com a perna pressionada entre ele e o guarda-costas do cadafalso. Houve atendimento médico externo e constatou-se que não houve fratura"
171,2016-07-14 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,II - Baixo,Homem,Funcionário,Outros,"No nível 2900 na entrada da oficina de locomotivas, o soldador passa a inspecionar os vagões de mineração e identifica que o vagão nº 24 está com problemas de rolamento, informa seu parceiro sobre esse achado e decide entrar com o vagão na oficina, assim opera o braço oscilante tipo mona de 15 KG. de peso para deslocar o sentido da ferrovia em direção ao OP central, é neste momento que empurra o balancim com o peso de seu corpo até que sua mão direita entre em contato com a rocha produzindo a lesão descrita. No momento do acidente o trabalhador usava luvas de segurança de almofada."
172,2016-07-15 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,II - Baixo,Mulher,Funcionário,Substâncias químicas,"ao manusear uma amostra no laboratório, a manga do jaleco do funcionário teve contato com ácido nítrico, absorvendo uma pequena quantidade que chegou a atingir o antebraço esquerdo, causando queimadura de 1º grau."
173,2016-07-16 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,IV - Alto,Homem,Terceiro,Outros,"No nível 3490 galeria 239, durante a atividade de retenção com o equipamento Bolter nº 24, o operador realiza a perfuração do primeiro furo de apoio à empena direita; Quando a broca de 2,10 metros de profundidade estava prestes a terminar, a haste da broca quebra, deixando as roscas dentro da haste da furadeira; o operador e seu auxiliar decidem fazer duas tentativas de percussão vazias para soltar os fios da haste, sem sucesso; na terceira tentativa o auxiliar insere um ferro corrugado 3/8"" no furo central do restante da barra embutida na haste para gerar pressão, é neste momento o operador aciona a percussão e gera um movimento da haste que atinge a palma da mão esquerda da vítima gerando uma lesão descrita. O trabalhador usava luvas de segurança no momento do acidente. A ponta do ferro corrugado em contato com a mão esquerda tem formato de bengala. O trabalhador no momento do acidente foi posicionado sob uma cobertura apoiada em malha e conjunto split."
174,2016-07-18 00:00:00,Brasil,Bahia,Metalurgia,I - Muito Baixo,III - Médio,Homem,Terceiro,Prevenção de queda (mesmo nível),"Às 21h15 do dia 18/07/2016, o colaborador Warrin (soldador), ao tentar inspecionar um ponto de fissura na ENTRADA do laminador G2143, escorrega e cai ao mesmo nível atingindo o rosto e a mão, foi imediatamente transferido ao serviço médico para avaliação."
175,2016-07-20 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,III - Médio,Homem,Funcionário,Substâncias químicas,"O funcionário relata que estava drenando amônia, usada como refrigerante, para um recipiente com água quando respingos da solução escorreram em seu rosto."
176,2016-07-21 00:00:00,EUA,Colorado,Outros,I - Muito Baixo,II - Baixo,Mulher,Funcionário,Tráfego,Na ponte Eusébio houve uma travagem brusca em que vários carros tiveram que travar rapidamente. O carro do colaborador não conseguiu frear a tempo e colidiu com a traseira do carro da frente. Eles estavam a cerca de 40km/hora.
177,2016-07-23 00:00:00,EUA,Nevada,Metalurgia,I - Muito Baixo,II - Baixo,Homem,Terceiro (Remoto),Sistemas pressurizados,"Durante a atividade de corte da tocha das novas fixações de tratamento do evaporador, houve rompimento da mangueira próxima à caneta da tocha, ocasionando o ferimento."
178,2016-07-27 00:00:00,Brasil,Minas Gerais,Mineração,II - Baixo,IV - Alto,Homem,Funcionário,Outros,"Nos momentos em que o operador da moenda procedeu à remoção da flange vitaúlica que liga a tubagem de aspiração ao corpo da bomba 8B; com a intenção de deslixar o sistema, ao retirar o flange, a polpa mineral sai sob pressão e impacta na face e punho da mão esquerda gerando a lesão descrita. No momento do acidente, tanto o moinho secundário nº 4 como as bombas 8A e 8B estavam bloqueadas para trabalhos de manutenção e o operador do moinho utilizou óculos de segurança."
179,2016-07-29 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,IV - Alto,Homem,Funcionário,Outros,"Ao nível 3390 acesso 2 zona 2; o operador da equipe Tesoura nº 200 se preparava para apresentar a segunda malha para dar continuidade ao apoio ao trabalho; Quando o operador puxa a tela de suporte para dividir seu comprimento igualmente em ambos os lados do equipamento, é neste momento que do teto da obra sai uma pedra de aproximadamente 400 Kg, que cai sobre a tela de suporte e desliza em direção ao spoiler lateral direito, com isso a tela empurra o operador que está ajoelhado no chão da plataforma, o que gera a lesão descrita. A queda da rocha não impacta diretamente o operador que estava agachado. O operador afasta-se da área caminhando pelos seus próprios meios e é apoiado pelo auxiliar."
180,2016-07-30 00:00:00,EUA,Arizona,Mineração,I - Muito Baixo,II - Baixo,Homem,Funcionário,Outros,"funcionário relata que ao iniciar a atividade de carregamento frontal do 615RLC, durante a elevação da plataforma aérea de trabalho, caiu um fragmento de rocha do teto da galeria, atingindo sua face, causando a lesão."
181,2016-08-02 00:00:00,EUA,Texas,Mineração,I - Muito Baixo,III - Médio,Homem,Terceiro (Remoto),Outros,"Ao ser aberta a escada de acesso das pessoas que transportavam o Caminhão o funcionário teve a mão direita pressionada contra o suporte do mesmo, sofrendo uma lesão superficial."
182,2016-08-01 00:00:00,EUA,California,Metalurgia,II - Baixo,III - Médio,Mulher,Terceiro,Ferramentas manuais,A funcionária da empresa parceira GR relata que estava cortando melancia quando feriu o 2º quirodáctilo da mão esquerda com a faca.
183,2016-08-02 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Abelhas,"A equipe mineira realizava atividades na cidade de Juína e era coordenada pelo técnico mineiro Felipe, momento em que o técnico mineiro, último da fila e mais afastado da equipe, foi mordido por um blackjack no lado esquerdo do rosto. Não houve manifestação alérgica e a equipe deu continuidade ao trabalho. À tarde, após o almoço, o funcionário procurou atendimento médico, foi medicado e liberado para continuar as atividades no dia seguinte."
184,2016-08-01 00:00:00,Brasil,Rio de Janeiro,Mineração,II - Baixo,III - Médio,Homem,Terceiro,Outros,"Nos momentos em que o operário estava limpando os longos furos da malha de produção em negativo, ao retirar o tubo de polietileno ele sofre um entupimento no interior da furadeira, cujo produto da pressão do ar comprimido é liberado ejetando detritos e fragmentos de rocha para dentro do furo impactando a testa do operário causando um corte."
185,2016-08-04 00:00:00,EUA,Nevada,Metalurgia,I - Muito Baixo,II - Baixo,Homem,Funcionário,Corte,"Ao retirar a tampa da placa de desgaste da bomba Warman LX-BB-01, a mão esquerda do funcionário que estava com a luva escorregada passou a ter contato com a parte cortante da placa."
186,2016-08-11 00:00:00,EUA,Texas,Mineração,IV - Alto,IV - Alto,Homem,Terceiro (Remoto),Outros,"Durante a retirada da cunha de mandíbula fixa do britador 41BR01, o dispositivo de içamento (gancho) quebrou fazendo com que o cabo de aço da ponte rolante batesse na mão esquerda do funcionário."
187,2016-08-11 00:00:00,EUA,Colorado,Outros,I - Muito Baixo,IV - Alto,Mulher,Funcionário,Outros,"Ao sair da Empresa o funcionário tropeçou na escada de saída do prédio e caiu 3 degraus, provocando torção do tornozelo e rasgo na canela"
188,2016-08-12 00:00:00,Brasil,Minas Gerais,Mineração,III - Médio,IV - Alto,Homem,Funcionário,Outros,"Durante obras de transporte de minério da OP2 até os bins; após ter abastecido o décimo carro de mineração com minério, o auxiliar posicionado na plataforma da moega OP2 coloca uma tábua de madeira entre os pistões da corrente para evitar a queda de finos na pista, momento em que um fragmento de rocha (10cmx8cm x6 cm; 1,4 Kg) rola pela carga e atinge a falange distal do quarto dedo da mão esquerda. O auxiliar no momento do acidente usava luvas de segurança (tipo almofada). A moega OP2 no momento do acidente estava com energia zero."
